InicioUtcMs,FinUtcMsExclusivo,Open,High,Low,Close,Volume,MinutosEsperados,MinutosRecibidos,EsParcial
1704153600000,1704157200000,44179.55000000,45200.00000000,44148.34000000,45056.00000000,6986.25967000,60,60,False
1704157200000,1704160800000,45056.00000000,45372.79000000,44686.00000000,44855.96000000,4397.86376000,60,60,False
1704160800000,1704164400000,44855.96000000,45381.42000000,44855.95000000,45378.96000000,3016.04235000,60,60,False
1704164400000,1704168000000,45378.96000000,45500.00000000,45131.10000000,45402.38000000,2693.12081000,60,60,False
1704168000000,1704171600000,45402.38000000,45468.99000000,45170.00000000,45179.80000000,2268.27572000,60,60,False
1704171600000,1704175200000,45179.80000000,45324.72000000,45121.96000000,45179.48000000,1617.28420000,60,60,False
1704175200000,1704178800000,45179.48000000,45308.15000000,45130.00000000,45168.75000000,1390.33832000,60,60,False
1704178800000,1704182400000,45168.75000000,45643.75000000,45168.74000000,45455.53000000,3112.52478000,60,60,False
1704182400000,1704186000000,45455.52000000,45852.93000000,45326.60000000,45759.30000000,3323.21707000,60,60,False
1704186000000,1704189600000,45759.30000000,45879.63000000,45631.10000000,45673.48000000,2096.46195000,60,60,False
1704189600000,1704193200000,45673.48000000,45711.10000000,45431.52000000,45584.99000000,2069.22249000,60,60,False
1704193200000,1704196800000,45585.00000000,45698.67000000,45200.00000000,45433.99000000,2538.49307000,60,60,False
1704196800000,1704200400000,45433.99000000,45589.68000000,45271.04000000,45301.99000000,2128.11147000,60,60,False
1704200400000,1704204000000,45302.00000000,45705.80000000,45264.39000000,45637.93000000,2253.76868000,60,60,False
1704204000000,1704207600000,45637.92000000,45800.00000000,44970.00000000,45258.73000000,4553.21243000,60,60,False
1704207600000,1704211200000,45258.73000000,45349.98000000,44833.33000000,45184.82000000,4301.03657000,60,60,False
1704211200000,1704214800000,45184.83000000,45399.84000000,44890.11000000,45357.84000000,3052.23783000,60,60,False
1704214800000,1704218400000,45357.84000000,45382.08000000,44950.48000000,44966.15000000,2540.00308000,60,60,False
1704218400000,1704222000000,44966.16000000,45271.20000000,44944.00000000,45154.69000000,1806.07730000,60,60,False
1704222000000,1704225600000,45154.70000000,45243.00000000,44790.96000000,45039.49000000,2347.28624000,60,60,False
1704225600000,1704229200000,45039.49000000,45180.55000000,44742.96000000,44788.28000000,1940.02489000,60,60,False
1704229200000,1704232800000,44788.27000000,45119.76000000,44600.00000000,45119.74000000,2043.74183000,60,60,False
1704232800000,1704236400000,45119.74000000,45297.26000000,44840.01000000,44981.73000000,1591.57491000,60,60,False
1704236400000,1704240000000,44981.72000000,45049.98000000,44802.01000000,44946.91000000,1080.22719000,60,60,False
1704240000000,1704243600000,44946.91000000,45212.57000000,44862.11000000,45135.61000000,1410.31904000,60,60,False
1704243600000,1704247200000,45135.61000000,45329.83000000,45102.72000000,45317.58000000,1166.18095000,60,60,False
1704247200000,1704250800000,45317.58000000,45410.91000000,45211.73000000,45274.57000000,1434.81631000,60,60,False
1704250800000,1704254400000,45274.57000000,45310.00000000,45151.91000000,45262.69000000,739.36966000,60,60,False
1704254400000,1704258000000,45262.70000000,45272.16000000,45115.59000000,45183.45000000,796.78600000,60,60,False
1704258000000,1704261600000,45183.45000000,45294.11000000,45118.91000000,45172.13000000,849.38832000,60,60,False
1704261600000,1704265200000,45172.12000000,45363.19000000,45160.00000000,45326.93000000,1264.55564000,60,60,False
1704265200000,1704268800000,45326.92000000,45384.84000000,44940.93000000,45011.77000000,1780.38521000,60,60,False
1704268800000,1704272400000,45011.77000000,45200.00000000,45001.10000000,45200.00000000,1462.95207000,60,60,False
1704272400000,1704276000000,45200.00000000,45500.00000000,45185.39000000,45344.67000000,2006.28796000,60,60,False
1704276000000,1704279600000,45344.66000000,45398.37000000,45045.95000000,45151.91000000,1918.59612000,60,60,False
1704279600000,1704283200000,45151.91000000,45174.07000000,43500.00000000,43702.88000000,7849.69163000,60,60,False
1704283200000,1704286800000,43702.89000000,43716.00000000,40750.00000000,42789.38000000,20155.46959000,60,60,False
1704286800000,1704290400000,42789.39000000,42820.92000000,42310.00000000,42529.40000000,5587.04560000,60,60,False
1704290400000,1704294000000,42529.40000000,42532.00000000,42050.00000000,42179.99000000,4566.28860000,60,60,False
1704294000000,1704297600000,42180.00000000,43009.02000000,42175.14000000,43000.01000000,5175.34831000,60,60,False
1704297600000,1704301200000,43000.01000000,43567.92000000,42773.34000000,42992.67000000,6973.81609000,60,60,False
1704301200000,1704304800000,42992.68000000,43034.59000000,42600.00000000,42906.00000000,2945.17641000,60,60,False
1704304800000,1704308400000,42906.00000000,43050.00000000,42000.00000000,42255.72000000,3314.04996000,60,60,False
1704308400000,1704312000000,42255.72000000,43011.10000000,42161.10000000,42596.67000000,3662.29946000,60,60,False
1704312000000,1704315600000,42596.66000000,42846.17000000,42518.70000000,42721.02000000,1931.53987000,60,60,False
1704315600000,1704319200000,42721.02000000,42966.27000000,42581.10000000,42917.62000000,1692.53055000,60,60,False
1704319200000,1704322800000,42917.61000000,42941.10000000,42596.24000000,42749.68000000,1385.88591000,60,60,False
1704322800000,1704326400000,42749.69000000,42845.23000000,42591.09000000,42845.23000000,1125.77247000,60,60,False
1704326400000,1704330000000,42845.23000000,42983.77000000,42754.00000000,42874.01000000,1619.84247000,60,60,False
1704330000000,1704333600000,42874.00000000,42936.79000000,42613.77000000,42708.01000000,1337.96527000,60,60,False
1704333600000,1704337200000,42708.01000000,43219.36000000,42690.02000000,43138.49000000,1256.17270000,60,60,False
1704337200000,1704340800000,43138.50000000,43220.56000000,43002.15000000,43102.80000000,1274.15811000,60,60,False
1704340800000,1704344400000,43102.79000000,43200.00000000,42955.50000000,43149.99000000,1080.01392000,60,60,False
1704344400000,1704348000000,43149.99000000,43273.08000000,43072.70000000,43183.74000000,971.30246000,60,60,False
1704348000000,1704351600000,43183.74000000,43232.95000000,43086.59000000,43155.46000000,989.98669000,60,60,False
1704351600000,1704355200000,43155.46000000,43261.64000000,42756.97000000,42763.08000000,2402.09322000,60,60,False
1704355200000,1704358800000,42763.08000000,42975.38000000,42699.83000000,42849.66000000,1650.32861000,60,60,False
1704358800000,1704362400000,42849.67000000,43084.38000000,42849.66000000,43007.74000000,1411.97913000,60,60,False
1704362400000,1704366000000,43007.73000000,43100.00000000,42616.28000000,43073.26000000,2250.33233000,60,60,False
1704366000000,1704369600000,43073.26000000,43233.81000000,42927.33000000,43176.32000000,1433.76942000,60,60,False
1704369600000,1704373200000,43176.33000000,43423.95000000,43097.06000000,43378.12000000,2238.88425000,60,60,False
1704373200000,1704376800000,43378.11000000,43484.84000000,43167.27000000,43346.68000000,1658.84054000,60,60,False
